D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
5.5,20.06,8.41,218,252,4.5,0.08,34,1
6.8,20.04,8.41,218,17,1.5,0.06,30,1
7,20.04,8.41,218,157,1,0.15,40,1
7.3,20.01,8.41,218,164,1.2,0.08,70,1
5.5,20.02,8.41,218,141,1.2,0.07,420,1
4.7,20,8.42,218,427,1.6,0.07,691,1
4.9,19.99,8.42,218,527,1.2,0.16,448,1
5.8,19.99,8.42,218,116,6.2,0.15,443,1
5.8,20,8.42,218,160,1,1.75,172,1
6.2,20,8.42,218,47,2.1,0.88,304,1
5.5,20,8.42,218,116,1.2,5.08,2008,1
5.1,20.01,8.42,218,179,2.3,6.8,590,1
5.2,20.01,8.42,218,220,2.8,5,661,1
4.6,20.02,8.42,218,180,2.8,6.63,531,1
5.6,20.04,8.42,218,367,1.9,5.08,3583,1
1.9,20.04,8.42,218,249,15.3,4.77,1969,1
2.5,20.04,8.42,218,182,16.7,7.65,1311,1
5.5,20.05,8.42,218,356,2.8,8.6,590,1
6,20.06,8.42,218,203,4.2,14.85,530,1
4.9,20.04,8.42,218,189,3.6,8.1,2803,1
4.8,20.04,8.42,218,179,2.8,6.78,473,1
5.4,20.01,8.43,218,64,1.1,6.18,550,1
6,19.99,8.43,218,83,1.1,5.9,350,1
9.9,19.94,8.43,218,414,1,0.72,656,1
6.1,19.93,8.43,218,305,4.5,0.37,426,1
5.1,19.91,8.43,218,77,2.5,0.38,60392,1
3.8,19.91,8.43,218,176,3,0.34,718,1
7.8,19.92,8.43,218,93,1.9,1.75,71,1
6.5,19.91,8.43,218,121,6.1,4.08,961,1
7.3,19.92,8.43,218,620,2.2,0.43,37375,1
7.8,19.91,8.43,218,72,1.9,0.36,409,1
7.7,19.91,8.43,218,247,7,0.35,535,1
8.1,19.91,8.43,218,188,1,0.48,144,1
8,19.92,8.43,218,224,1.1,0.58,705,1
7.4,19.71,8.43,218,194,3,2.67,107,1
7,19.71,8.43,218,186,4,2.41,1238,1
5.5,19.72,8.43,218,207,8.4,2.31,1563,1
6.9,19.72,8.43,218,85,3.6,2.89,65,1
6.4,19.73,8.43,218,176,37.8,1.12,74,1
5.2,19.7,8.43,218,178,9.5,3.01,1223,1
6.9,19.71,8.43,218,180,3.5,2.89,1342,1
3.4,19.71,8.43,218,85,31.5,2.86,40500,1
7.4,19.68,8.43,218,77,2.2,1.17,53556,1
6.7,19.65,8.43,218,75,3.7,3.88,13810,1
6.6,19.67,8.43,218,82,3.9,1.62,15213,1
6.1,19.67,8.43,218,56,5.1,1.65,12473,1
6.6,19.64,8.43,218,2240,3.6,2.2,30319,1
6.5,19.65,8.43,218,73,3.8,2.62,4314,1
6.7,19.67,8.43,218,130,3.4,3.03,4224,1
6.6,19.66,8.43,218,191,3.7,0.82,8559,1
6.8,19.66,8.43,218,134,3.6,3.88,16709,1
7.1,19.54,8.43,218,17990,3.1,2.47,374,1
7.1,19.54,8.43,218,90,3.1,3.42,36,1
7.1,19.54,8.43,218,4429,3.3,2.86,41,1
7.2,19.56,8.42,218,87,4,2.81,45,1
6.4,19.53,8.42,218,85,3.6,2.97,38,1
7,19.53,8.42,218,101,3.4,16.61,32,1
6.6,19.52,8.42,218,83,3.4,11.61,34,1
7.5,19.5,8.42,218,75,3.5,14.84,60,1
6.9,19.5,8.42,218,32005,2.2,11.81,51,1
6.8,19.49,8.42,218,281,2.3,3.8,38,1
7,19.47,8.42,218,106,2.1,3.08,48,1
5.2,19.49,8.42,218,58,1.5,3.07,41,1
7.2,19.47,8.42,218,2941,1.1,10.61,34,1
7,19.45,8.42,218,35,0.5,10.47,511090873,1
7.2,19.43,8.42,218,65,0.6,2.6,4073,1
6.7,19.41,8.42,218,90,1.2,3.93,52500,1
6.5,19.41,8.42,218,728,1.1,3.89,5433,1
0.6,19.41,8.42,218,13953,14.1,0.13,50333,1
6.6,19.41,8.42,218,57,0.9,0.14,29333,1
6.8,19.39,8.42,218,41,0.6,0.17,21667,1
7.3,19.37,8.41,218,71,0.6,0.18,72000,1
7.2,19.35,8.41,218,68,0.9,0.5,7133,1
7.4,19.36,8.41,218,70,0.9,0.99,49500,1
6.5,19.37,8.41,218,100,1,1.31,57500,1
6.6,19.36,8.41,218,96,0.9,7,38000,1
5.4,19.3,8.41,218,59,0.9,3.1,9,1
6.5,19.27,8.41,218,66,0.9,0.11,22,1
7.1,19.28,8.41,218,120,0.6,0.84,224,1
6.9,19.27,8.41,218,55,0.5,1.48,15,1
6.7,19.26,8.4,218,86,1,0.18,15,1
6.2,19.26,8.4,218,62,1.4,0.22,4,1
7.5,19.24,8.4,218,3185,0.8,0.07,6,1
7.6,19.24,8.4,218,36,1,0.34,74,1
2.2,19.24,8.4,218,64,2.3,3.12,67,1
7.4,19.23,8.4,218,86,0.7,1.68,70,1
7,19.25,8.4,218,2640,0.7,1.66,506,1
5.3,19.24,8.4,218,53,1.3,0.33,36,1
6.3,19.23,8.4,218,2007,0.7,0.24,42,1
6.7,19.23,8.4,218,46,0.5,0.42,44,1
6,19.21,8.4,218,43,1.4,0.27,108,1
4.2,19.19,8.4,218,54,1.7,0.28,16,1
5.1,19.2,8.39,218,113,1.9,0.18,386,1
5.3,19.21,8.39,218,12561,1.1,0.33,55,1
6.9,19.21,8.39,218,61,0.9,0.22,61,1
2.8,19.23,8.39,218,61,1.6,0.44,53,1
5.3,19.21,8.39,218,1614,0.9,0.18,50,1
6.5,19.21,8.39,218,20950,0.4,0.28,3108,1
6.9,19.19,8.39,218,14487,0.6,0.41,34,1
7,19.2,8.39,218,54,0.8,0.33,780,1
5.6,19.22,8.39,218,569,1,0.27,40,1
6.8,19.21,8.39,218,310,0.5,0.31,36,1
6,19.22,8.39,218,516,1,0.43,528,1
6.3,19.19,8.39,218,505,1.4,0.31,79,1
6.5,19.17,8.38,218,109,1.1,0.22,63,1
6.4,19.14,8.38,218,83,1.1,0.11,40,1
7.3,19.15,8.38,218,102,4.2,0.42,59,1
6.8,19.16,8.38,218,92,1.9,0.32,48,1
7.5,19.16,8.38,218,232,2.1,0.49,48,1
7.7,19.17,8.38,218,519,1.6,0.46,54,1
7.6,19.17,8.38,218,103,1.4,1.47,34251,1
7.5,19.14,8.38,218,196,1.8,2.47,22223,1
7.4,19.15,8.38,218,244,1.9,0.4,83554,1
6.7,19.14,8.37,218,243,1.2,0.95,106333,1
7.1,19.13,8.37,218,296,1.4,1.61,60,1
6.7,19.13,8.37,218,25034,1.1,0.42,59,1
7.4,19.14,8.37,218,194,2,1.67,52,1
6.4,19.15,8.37,218,170,2,1.99,94083,1
6.9,19.12,8.37,218,386,4,0.55,54083,1
7.4,19.11,8.37,218,21600,1.6,3.1,120,1
7.2,19.11,8.37,218,26600,1.8,0.86,42,1
6.6,19.1,8.37,218,13000,2.5,0.75,43,1
6.9,19.08,8.36,218,1063,1.9,0.74,115,1
7,19.06,8.36,218,63,1.7,0.73,68,1
7.2,19.08,8.36,218,101,1.5,0.45,29,1
6.9,19.06,8.36,218,136,2.3,3.08,86,1
6.4,19.05,8.36,218,226,3.3,2.04,340,1
7.6,19.07,8.36,218,72,2,2.32,500,1
6.9,19.08,8.36,218,61,1.9,6.41,572,1
6.6,19.1,8.35,218,461,2.3,0.48,173,1
6.5,19.1,8.35,218,69,18,0.44,174,1
6.1,19.09,8.35,218,241,16,0.48,227,1
6.5,19.07,8.35,218,159,2.7,0.45,1183,1
6.9,19.08,8.35,218,170,18,0.5,24,1
5.6,19.08,8.35,218,2039,10.8,0.44,23,1
4.9,19.1,8.35,218,640,13.1,0.49,5,1
5.2,19.07,8.35,218,1090,28,0.83,2,1
3.3,19.07,8.34,218,705,1.3,0.77,64,1
4.8,19.03,8.34,218,975,534.5,0.49,41,1
5.1,18.98,8.34,218,970,26.5,0.99,13410,1
4.2,18.98,8.34,218,1418,31.8,0.46,2915,1
4.8,18.99,8.33,218,1015,15,0.55,6264,1
4.5,18.97,8.33,218,854,30.3,0.47,3080,1
7.8,18.96,8.33,218,370,1.2,0.15,7908,1
6.7,18.95,8.33,218,376,1.53,2.3,9320,1
8,18.95,8.33,218,354,0.8,0.41,9554,1
4.88,18.92,8.33,218,344,2.65,0.64,2841,1
6,18.92,8.32,218,694,2.23,0.13,23867,1
6.15,18.94,8.32,218,401,2,0.08,2813,1
2.7,18.94,8.32,218,106,8.45,0.92,7069,1
2.98,18.91,8.32,218,326,5.53,0.2,3559,1
5.48,18.91,8.32,218,592,2.08,0.15,3527,1
5.13,18.89,8.32,218,119,2.23,0.76,3757,1
7.85,18.87,8.32,218,120,6.68,0.25,1996,1
6.58,18.85,8.31,218,82,5.93,1.87,9286,1
7.58,18.83,8.31,218,111,2.08,0.34,6054,1
8.23,18.85,8.31,218,831,1.4,0.16,3644,1
8.23,18.86,8.31,218,56,1.55,0.27,21036,1
6.6,18.87,8.31,218,66,1.3,0.24,1525,1
6.8,18.86,8.31,218,74,1.5,0.13,7130,1
6.8,18.85,8.31,218,1350,1.5,0.28,12282,1
6.4,18.83,8.3,217,274,1.4,0.11,1132,1
6.5,18.82,8.3,217,67,1.6,0.19,3612,1
6.2,18.79,8.3,217,82,3.5,0.87,8167,1
6.3,18.81,8.3,217,55,4.2,0.41,163,1
7.3,18.79,8.3,217,57,0.7,0.49,94,1
6.5,18.77,8.3,217,114,16.4,0.38,103,1
6.1,18.76,8.3,217,56,12.5,0.44,79,1
6.3,18.74,8.3,217,105,136,0.58,753,1
5.9,18.71,8.29,217,51,56.5,0.43,157,1
6.2,18.7,8.29,217,115,8,0.39,98,1
6.7,18.67,8.29,217,81,4,0.95,300,1
6.8,18.65,8.29,217,66,21,0.65,93,1
5.9,18.63,8.29,217,57,12,0.42,745,1
7.3,18.63,8.29,217,144,0.7,0.75,112,1
5.7,18.63,8.29,217,63,7.4,1.21,89,1
4.7,18.63,8.29,217,65,3.7,1.35,63,1
5.8,18.6,8.29,217,65,3,0.4,667,1
2.5,18.58,8.28,217,345,6,0.26,51,1
6.1,18.6,8.28,217,233,3.2,0.3,63,1
0.6,18.6,8.28,217,376,36.5,0.36,64,1
3.2,18.61,8.28,217,506,5.8,0.39,88,1
4.2,18.61,8.28,217,66,6.7,0.33,124,1
2.9,18.59,8.28,217,62,5.6,0.24,124,1
5,18.6,8.28,217,61,3.1,0.45,118,1
7.2,18.62,8.28,217,380,1.6,0.21,138,1
5.5,18.6,8.28,217,258,1.3,0.34,120,1
6.2,18.6,8.27,217,124,1.3,0.03,85,1
6.5,18.61,8.27,217,65,2.3,0.12,98,1
8.1,18.58,8.27,217,64,2.6,0.24,83,1
7.8,18.56,8.27,217,65,2.3,0.11,96,1
7.8,18.56,8.27,217,269,2,0.71,63,1
7.2,18.57,8.27,217,275,1.6,0.78,88,1
4.2,18.57,8.27,217,186,0.7,1.62,68,1
6.5,18.58,8.27,217,201,1.6,2.41,82,1
7.4,18.56,8.27,217,165,2,1.17,90,1
5.4,18.55,8.27,217,158,1.7,0.64,88,1
6.6,18.56,8.27,217,210,1.9,2.6,788,1
5.1,18.56,8.26,217,208,2.3,1.28,538,1
7.3,18.56,8.26,217,693,2.5,0.39,593,1
7.2,18.56,8.26,217,1676,2.2,0.63,545,1
7,18.55,8.26,217,506,3,0.67,435,1
5.5,18.56,8.26,217,1863,7.6,1,435,1
6.9,18.58,8.26,217,24300,3.8,1.73,1567,1
6.9,18.56,8.26,217,817,3.9,0.65,443,1
6.7,18.54,8.26,217,2307,3.6,0.45,426,1
6.9,18.53,8.26,217,1287,3.8,0.59,990,1
6.9,18.53,8.26,217,1862,2.2,0.57,2557,1
6.2,18.55,8.26,217,2520,2.5,0.02,1236,1
7,18.54,8.25,216,606,3.8,0.07,2975,1
8.1,18.52,8.25,216,41,1.1,0.24,483,1
6.9,18.5,8.25,216,209,0.8,0.09,756,1
6.9,18.48,8.25,216,123,0.5,1.21,785,1
6.7,18.46,8.25,216,182,0.6,3.83,1623,1
7.3,18.44,8.25,216,100,0.7,15,1319,1
6.7,18.45,8.25,216,111,1.3,4.2,738,1
6.5,18.46,8.25,216,140,1.2,13.75,112867,1
0.7,18.45,8.25,216,44,12.5,14.18,997,1
6.9,18.44,8.25,216,43,1,13.2,67,1
6.4,18.44,8.25,216,64,1,19.2,317,1
7.2,18.42,8.25,216,62,0.8,16.4,19917,1
6.8,18.39,8.25,216,304,1.5,5.03,496,1
6.1,18.39,8.25,216,55,0.9,15.8,282,1
6.8,18.39,8.25,216,213,0.6,12.15,300,1
7.1,18.41,8.25,216,83,0.8,8.3,543,1
6.2,18.39,8.25,216,192,0.6,0.68,66382,1
6.1,18.39,8.24,216,79,1.4,0.14,3471,1
6.6,18.36,8.24,216,142,0.8,0.49,942,1
6.9,18.35,8.24,216,424,0.3,0.48,941,1
7.3,18.34,8.24,216,306,0.5,4.78,701,1
6.2,18.36,8.24,216,40,1,0.51,128,1
5.2,18.33,8.24,216,40,1,1.02,109,1
7.4,18.33,8.24,216,63,1.1,0.26,3558,1
7.7,18.27,8.24,216,85,1.9,0.56,32918,1
7.5,18.27,8.24,216,69,1.3,0.52,17512,1
7.2,18.28,8.24,216,76,1.7,0.69,23191,1
7.6,18.26,8.24,216,60,1.5,0.52,30836,1
7.3,18.24,8.24,216,3544,1.3,0.84,3900,1
7.4,18.25,8.24,216,51,1.9,0.11,22523,1
7.2,18.25,8.24,216,107,2,0.11,10469,1
7.2,18.26,8.24,215,173,1.3,0.11,31034,1
7,18.22,8.24,215,126,1,0.11,5289,1
7.6,18.2,8.24,215,15871,2.6,19.69,474,1
7.4,18.17,8.24,215,120,1.3,2.61,59,1
7.5,18.15,8.24,215,7448,1.3,2.66,74,1
6.9,18.13,8.24,215,77,2.4,3.6,124,1
7,18.12,8.24,215,72,1.5,3.67,53,1
7.2,18.14,8.24,215,305,1.6,10.45,82,1
7.4,18.15,8.24,215,86,1.6,0.45,52,1
7.5,18.14,8.24,215,79,2.1,0.35,104,1
6.7,18.13,8.24,215,32790,2,0.62,77,1
7,18.1,8.24,215,2905,9.5,0.4,65,1
6.4,18.11,8.24,215,112,1,0.26,58,1
6.6,18.13,8.24,215,51,1.5,0.2,84,1
6.5,18.11,8.24,215,1416,0.9,0.51,113,1
6,18.12,8.24,215,30,6,0.87,160405392,1
6.4,18.09,8.24,215,61,8.5,0.36,4975,1
5.6,18.1,8.24,215,105,11.5,0.44,56000,1
5,18.09,8.24,215,502,7.5,1.07,6025,1
5.6,18.06,8.24,215,14662,14,0.92,54250,1
5.7,18.08,8.24,215,49,9.5,0.83,26750,1
5.3,18.06,8.24,215,380,10,0.42,30500,1
4.8,18.06,8.24,215,67,19,0.38,55250,1
2.9,18.08,8.24,215,51,13,0.56,43700,1
4.5,18.1,8.24,215,69,10.5,0.75,8425,1
4.8,18.09,8.24,215,75,10,0.68,50000,1
3.1,18.07,8.24,215,113,11.5,0.59,57500,1
3.1,18.08,8.24,215,79,10,0.46,43750,1
4.8,18.06,8.24,215,18569,0.8,0.13,9,1
7.6,18.08,8.24,215,45,1.5,0.19,19,1
8.4,18.06,8.24,215,42,1.4,0.23,22,1
9,18.05,8.24,215,92,1.3,2.16,24,1
8.7,18.03,8.24,215,59,1.5,2.15,120,1
1.9,18.03,8.24,215,1190,9.9,0.4,5,1
7.7,18.03,8.24,215,69,10.4,1.79,6,1
7.9,18.05,8.24,215,5569,1.3,1.1,6,1
8,18.03,8.24,215,34,2.5,0.27,12,1
7.4,18.04,8.24,215,44,1.8,3.32,6,1
8.3,18.03,8.25,215,49,2,0.15,32,1
9.6,18.04,8.25,215,3272,4.4,0.4,57,1
8.8,18.04,8.25,215,65,0.9,0.4,56,1
7.4,18.03,8.25,215,4650,0.9,2.02,57,1
7.5,18.03,8.25,215,42,1.2,0.46,413,1
8.1,18.05,8.25,215,45,1.3,0.79,30,1
7.9,18.04,8.25,215,56,1.8,0.57,48,1
6.6,18.06,8.25,215,99,1.3,0.53,36,1
6.3,18.03,8.25,215,22131,2.8,0.43,49,1
5.7,18.01,8.25,215,66,3.4,1.93,29,1
6.4,17.98,8.25,215,67,3.175,0.63,32,1
8.35,18,8.25,215,9107,1.525,1.47,63,1
8.45,18,8.25,215,18931,1.2,0.3,11,1
7.2,18,8.25,215,46,0.28,0.53,41,1
4.9,18.02,8.25,215,432,9.7,0.47,47,1
5.1,18.03,8.25,215,328,2.73,0.44,45,1
6,18.05,8.25,215,707,2.28,0.15,42,1
6.1,18.05,8.25,215,674,1.9,0.77,2722,1
1.1,18.06,8.25,215,164,7.67,0.42,23,1
6.8,18.05,8.25,215,122,2.8,0.68,463,1
4.5,18.05,8.25,215,95,7.43,0.14,33,1
6,18.07,8.25,215,56,5.58,0.42,444,1
0,18.09,8.25,215,237,46,1.33,63,1
2.8,18.06,8.25,215,3688,5.93,0.5,53,1
5.6,18.07,8.25,215,82,2.13,0.38,35,1
4.1,18.05,8.25,215,202,16.5,0.24,56,1
6.3,18.05,8.25,215,232,1.83,0.44,43,1
6.6,18.06,8.25,215,246,2.25,0.34,87,1
6.8,18.04,8.25,215,3960,1.65,0.26,46,1
6.5,18.06,8.25,215,28222,4.55,0.46,31444,1
7.1,18.08,8.25,215,201,1.25,0.52,20056,1
7.6,18.06,8.25,215,221,0.95,1.49,62333,1
7,18.07,8.26,215,401,1.5,0.4,56,1
5.4,18.08,8.26,214,1886,1.8,0.44,50,1
6.7,18.08,8.26,214,742,1.4,0.26,45,1
6.8,18.09,8.26,214,149,1.9,0.46,85667,1
5.6,18.1,8.26,214,1088,1.9,0.56,43333,1
5.2,18.12,8.26,214,73,1.65,1.62,476,1
6.2,18.15,8.26,214,98,2.1,0.37,122,1
6.4,18.13,8.26,214,607,3.4,0.73,325,1
5.9,18.11,8.26,214,446,4.04,1.25,520,1
5.3,18.1,8.26,214,94,3.25,0.12,575,1
6.6,18.07,8.26,214,169,4.5,0.33,10,1
6.8,18.07,8.26,214,187,3.9,0.53,350,1
6.7,18.08,8.26,214,2577,4.13,0.27,25478,1
6.9,18.1,8.26,214,636,1.96,0.63,13,1
0.7,18.11,8.26,214,1088,45.6,1.29,90,1
6.8,18.13,8.26,214,689,2.13,0.51,3808,1
6.2,18.15,8.26,214,1267,1.5,0.43,11113,1
7.3,18.13,8.26,214,852,0.6,0.66,2309,1
6.4,18.12,8.26,214,977,1,0.85,3322,1
5.1,18.11,8.27,214,1256,1.6,0.29,5793,1
6.8,18.11,8.27,214,1021,1.3,0.61,3636,1
6.3,18.12,8.27,214,971,0.9,0.56,4517,1
7.2,18.12,8.27,214,1284,1.1,0.63,5840,1
6.8,18.15,8.27,214,1096,0.4,0.11,4388,1
6.8,18.14,8.27,214,1002,0.4,0.08,3949,1
7.7,18.13,8.27,214,910,1,0.47,16691,1
7.1,18.12,8.27,214,930,1.5,0.26,2404,1
1.8,18.15,8.27,214,960,5.5,0.49,3567,1
6.7,18.16,8.27,214,295,0.6,0.42,2446,1
5.8,18.18,8.27,214,293,1.1,0.4,3496,1
5.1,18.19,8.27,214,316,1,0.25,1404,1
6.6,18.17,8.27,214,274,0.6,0.63,5889,1
6.6,18.17,8.27,214,407,0.7,0.22,3937,1
6.7,18.16,8.27,214,603,0.5,2.41,2794,1
6.6,18.17,8.27,214,138,0.6,3.34,14217,1
5.9,18.19,8.27,214,625,0.7,2.43,2280,1
7.6,18.17,8.27,214,305,0.7,0.67,1330,1
6.5,18.16,8.27,214,552,0.8,0.4,2517,1
7.3,18.17,8.28,214,402,0.7,0.71,3059,1
6.3,18.19,8.28,214,99,0.7,0.1,831,1
6.9,18.21,8.28,214,102,0.4,0.2,8163,1
6.8,18.21,8.28,214,72,0.4,0.1,123,1
5.9,18.22,8.28,214,131,0.7,0.5,104,1
6.4,18.24,8.28,214,682,1,0.4,77,1
7.3,18.26,8.28,214,47,0.9,0.1,75,1
7.6,18.26,8.28,214,52,0.5,0.3,408,1
2.4,18.26,8.28,214,64,2.1,0.2,68,1
7.1,18.27,8.28,214,46,1.2,0.1,295,1
6.4,18.26,8.28,214,53,0.5,0.1,132,1
3.5,18.28,8.28,214,55,0.7,0.1,451,1
7.4,18.27,8.28,214,1074,0.8,0.1,168,1
6.8,18.29,8.28,214,237,0.9,0.4,964,1
5.5,18.28,8.28,214,50,1.9,0.1,107,1
5.4,18.31,8.28,214,71,4,0.2,241,1
4.8,18.3,8.29,214,91,1.1,0.2,209,1
5.8,18.32,8.29,214,49,0.7,0.1,173,1
7.3,18.34,8.29,214,99,0.4,0.3,284,1
5.8,18.34,8.29,214,50,0.8,0.1,297,1
6.2,18.36,8.29,214,68,0.5,0.3,191,1
7.3,18.36,8.29,214,44,0.7,1.4,268,1
7.6,18.39,8.29,214,93,0.5,0.1,86,1
7.7,18.41,8.29,214,66,0.3,1.2,139,1
5.4,18.42,8.29,214,53,0.8,0.3,123,1
7.4,18.42,8.29,214,47,0.9,0.1,116,1
6.6,18.44,8.29,214,128,0.7,0.1,126,1
6.5,18.44,8.29,214,54,0.7,0.1,134,1
7.2,18.46,8.29,214,69,0.8,0.1,115,1
6.3,18.44,8.29,214,58,1.1,0.1,245,1
7.6,18.44,8.29,214,401,0.6,0.2,74,1
7.3,18.46,8.3,214,202,1.4,0.4,77,1
7.5,18.48,8.3,214,303,0.8,0.3,142,1
4.4,18.49,8.3,214,394,0.4,0.3,73,1
6.8,18.47,8.3,214,55,0.4,1.8,64,1
1.7,18.49,8.3,213,55,3,1.9,79,1
3,18.49,8.3,213,52,2,0.6,112,1
6.9,18.47,8.3,213,306,0.89,1.1,123,1
7.7,18.48,8.3,213,196,1.83,1.2,108,1
6.8,18.47,8.3,213,107,1.65,0.2,637,1
7.5,18.47,8.3,213,82,2.5,2.2,670,1
7.6,18.49,8.3,213,189,1.35,0.8,541,1
7,18.48,8.3,213,197,0.25,0.4,609,1
7.6,18.49,8.31,213,158,1.15,1.5,538,1
6.8,18.48,8.31,213,161,1.88,0.6,528,1
6.8,18.46,8.31,213,165,2.14,1.2,2025,1
6.9,18.46,8.31,213,167,1.78,0.4,676,1
7.3,18.47,8.31,213,183,1.27,0.5,992,1
7.4,18.49,8.31,213,151,1.03,0.4,780,1
7.2,18.51,8.31,213,319,2.28,0.9,893,1
6.8,18.51,8.31,213,894,2.25,1.8,503,1
6.9,18.51,8.31,213,1835,4.33,1.4,1169,1
7,18.5,8.31,213,3165,1,1.6,255,1
7,18.51,8.31,213,1500,1,1.6,1717,1
7.7,18.51,8.32,213,52,1.1,1.7,2686,1
8,18.52,8.32,213,408,0.5,0.8,660,1
3.8,18.51,8.32,213,143,155.6,0.3,810,1
4.9,18.52,8.32,213,60,3.5,0.3,680,1
5.9,18.55,8.32,213,34,5.4,0.3,626,1
5.3,18.58,8.32,213,125,27,0.6,1308,1
6.7,18.57,8.32,213,175,17.1,0.6,1410,1
6.2,18.59,8.32,213,39,22.3,0.7,608,1
5.7,18.6,8.32,213,39,10.7,0.4,7240,1
5,18.62,8.32,213,61,26.1,0.9,783,1
5,18.63,8.32,213,71,7.4,0.9,77,1
5.1,18.63,8.31,213,129,13.5,1,258,1
4.5,18.65,8.31,213,503,23.8,1,15833,1
4.4,18.65,8.31,213,31,18.1,0.8,1400,1
4.5,18.64,8.31,213,70,22.7,0.7,394,1
5.2,18.66,8.31,213,69,28.5,1,248,1
5.5,18.67,8.31,213,118,27.8,0.2,465,1
5.6,18.7,8.31,213,80,25.8,0.2,1572,1
6.4,18.74,8.31,213,250,4.1,0,1481,1
6.8,18.76,8.31,213,74,25.3,0.1,845,1
5.4,18.79,8.3,213,44,1.7,0.2,256,1
7.9,18.82,8.3,213,195,1.2,0.4,897,1
6.2,18.82,8.3,213,207,1.8,0.4,1788,1
8.2,18.85,8.29,213,40,1.9,0.6,1400,1
6.6,18.89,8.29,213,41,1.2,0.5,1260,1
7.9,18.92,8.29,213,54,0.8,0.1,343,1
9,18.93,8.28,213,44,1.8,1.2,184,1
3.2,18.97,8.27,213,123,26,1.6,1739,1
5.5,18.96,8.27,213,220,24,0.2,278,1
5,18.99,8.27,213,219,7,0.2,175,1
7,19.03,8.27,213,5429,0.65,0.8,1875,1
7.2,19.03,8.26,213,493,0.93,0.3,1813,1
6.6,19.03,8.26,213,100,0.98,1,880,1
6.7,19.07,8.26,213,316,1.03,0.9,493,1
6.1,19.09,8.25,213,37227,1.36,0.7,722,1
5.4,19.09,8.25,213,84,2.67,2.5,537,1
5.8,19.11,8.24,213,21254,2.93,0.1,1946,1
7,19.18,8.24,213,146,0.4,0,2267,1
4.8,19.22,8.23,213,127,8.8,0.4,1785,1
4.9,19.24,8.23,213,432,3.6,0.3,1520,1
6.4,19.24,8.23,213,126,2.4,0.4,2200,1
6.7,19.29,8.22,213,128,2.9,0.4,1223,1
5.7,19.31,8.22,213,129,4.2,0.4,1636,1
6.2,19.35,8.21,213,129,3.1,0.3,542,1
4.8,19.39,8.21,213,153,10.4,0.2,323,1
6.2,19.4,8.2,213,10165,3.6,0.3,1241,1
4.2,19.46,8.19,213,322,4,0.1,336,1
6.8,19.45,8.19,213,5835,2.5,0.1,464,1
6.5,19.47,8.18,213,9245,1.5,0.9,435,1
6.5,19.5,8.18,213,1907,1.6,0.2,141,1
6.4,19.54,8.17,213,1896,2.3,0.4,810,1
7.2,19.58,8.17,213,206,1.6,0.3,1813,1
7.2,19.62,8.16,213,239,2.1,0.5,362,1
7.4,19.65,8.16,213,152,1.4,0.1,343,1
7.2,19.67,8.15,213,146,1.3,0.1,1517,1
7.4,19.69,8.15,213,137,2,0,1458,1
6.3,19.7,8.14,213,228,1.6,0,398,1
6.4,19.73,8.13,213,409,4,1.1,995,1
6.7,19.76,8.13,213,263,3.9,0.7,70,1
6.6,19.81,8.12,213,338,3.7,0.8,137,1
5.7,19.81,8.12,213,79,5.3,0.7,15083,1
6.4,19.81,8.11,213,67,3.9,0.4,32017,1
6.6,19.82,8.1,213,59,3.9,0.2,5395,1
6.2,19.83,8.1,213,66,4,0.3,4348,1
5.5,19.88,8.09,213,67,1.7,0.2,5142,1
7.5,19.9,8.08,213,5341,0.8,0.5,4586,1
6.7,19.93,8.08,213,89,1,0.4,4319,1
6.9,19.96,8.07,213,136,0.5,0.2,1116,1
6.8,19.99,8.07,213,212,0.5,0.3,3573,1
7.4,20.02,8.06,213,134,1.1,0.4,2324,1
5.1,20.16,8.02,213,14083,1.1,0.6,589,1
6.7,20.16,8.02,213,92,0.7,0.2,89,1
5.8,20.17,8.01,213,1348,0.6,0.3,131,1
6.4,20.22,8,213,95,0.7,0,300,1
6.6,20.23,8,213,78,0.6,0.9,91,1
5.4,20.24,7.99,213,268,0.7,2.4,118,1
6.7,20.28,7.99,213,82,1.3,0.5,87,1
6.4,20.31,7.98,213,61,1.4,0.7,174,1
6.3,20.36,7.97,213,30298,1,3.4,123,1
6.2,20.37,7.97,213,310,0.8,2,90,1
6.9,20.42,7.96,213,97,0.5,0,104,1
6.8,20.46,7.96,213,51,0.5,0,249,1
6.6,20.5,7.95,213,1717,0.7,0.8,251,1
7,20.52,7.95,213,55,0.3,0.7,300000000,1
7.4,20.54,7.94,213,61,0.3,0.6,5500,1
2.8,20.58,7.93,213,81,2.3,1,63000,1
6.2,20.6,7.92,213,510,0.5,0.9,10000,1
7.9,20.65,7.92,213,12150,2.1,0.7,57750,1
8.1,20.68,7.91,213,50,1.7,0.9,34750,1
7.2,20.73,7.91,213,34,1.2,1,40667,1
6.7,20.77,7.9,213,72,1.5,0.9,65000,1
7,20.77,7.9,213,99,3.5,0.2,55000,1
7.5,20.79,7.9,213,125,1,0.1,12000,1
6.8,20.8,7.89,213,116,0.9,0.1,66250,1
